channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,time,tag
8388607,8388607,-6440226,-2328273,8303307,-7148096,-5933394,8383721,1404598431.154,0
8388607,8388607,-6441694,-2330389,8303837,-7148734,-5935482,8384314,1404598431.162,0
8388607,8388607,-6439881,-2327564,8303058,-7147682,-5932370,8383443,1404598431.169,0
8388607,8388607,-6442350,-2330460,8303999,-7148815,-5936050,8384474,1404598431.175,0
8388607,8388607,-6440717,-2327770,8302856,-7147372,-5933199,8383229,1404598431.182,0
8388607,8388607,-6442855,-2330331,8304031,-7148698,-5936178,8384482,1404598431.19,0
8388607,8388607,-6443332,-2331022,8303961,-7148651,-5936848,8384427,1404598431.198,0
8388607,8388607,-6440846,-2326871,8302729,-7147014,-5932937,8383053,1404598431.203,0
8388607,8388607,-6443927,-2331079,8304208,-7148774,-5937272,8384678,1404598431.211,0
8388607,8388607,-6441467,-2326899,8302766,-7146919,-5933242,8383078,1404598431.218,0
8388607,8388607,-6443041,-2310144,32767,-32769,-25174,-140177,1404598431.224,0
8388607,8388607,-6443012,-2328771,8303666,-7147891,-5935684,8384038,1404598431.231,0
8388607,8388607,-6443101,-2328267,8303527,-7147644,-5935107,8383884,1404598431.24,0
8388607,8388607,-6443907,-2329107,8303921,-7148066,-5936560,8384294,1404598431.247,0
8388607,8388607,-6442312,-2326487,8302992,-7146882,-5933836,8383271,1404598431.252,0
8388607,8388607,-6445176,-2330266,8304324,-7148457,-5937959,8384723,1404598431.26,0
8388607,8388607,-6443071,-2327031,8303207,-7146986,-5934306,8383496,1404598431.267,0
8388607,8388607,-6445447,-2329949,8304259,-7148219,-5937828,8384635,1404598431.273,0
8388544,127,-129,-99,-5458468,8179838,-5076334,-893787,1404598431.28,0
8388607,8388607,-6443837,-2326976,8303000,-7146606,-5934652,8383271,1404598431.288,0
8388607,8388607,-6446279,-2330320,8304123,-7147947,-5938461,8384506,1404598431.293,0
8388607,8388607,-6443817,-2326128,8302883,-7146293,-5934487,8383114,1404598431.301,0
8388607,8388607,-6445688,-2328517,8303817,-7147409,-5937355,8384124,1404598431.309,0
8388607,8388607,-6445354,-2327814,8303519,-7146992,-5936789,8383791,1404598431.316,0
8388607,8388607,-6446061,-2328239,8303748,-7147184,-5937182,8384035,1404598431.323,0
8388607,8388607,-6446357,-2328609,8303539,-7146934,-5937512,8383836,1404598431.33,0
8388607,8388607,-6444897,-2326184,8302933,-7146086,-5935010,8383144,1404598431.339,0
8388607,8388607,-6447841,-2329826,8304601,-7148017,-5939542,8384923,1404598431.344,0
8388607,8388607,-6445588,-2326178,8303383,-7146416,-5935563,8383570,1404598431.35,0
8388607,8388607,-6448290,-2329668,8304626,-7147893,-5939462,8384935,1404598431.358,0
8388607,8388607,-6447851,-2328971,8304394,-7147578,-5938964,8384668,1404598431.365,0
8388607,8388607,-6446561,-2326556,8303498,-7146402,-5936244,8383689,1404598431.373,0
8388607,8388607,-6448866,-2329502,8304402,-7147502,-5939883,8384677,1404598431.379,0
8388607,8388607,-6447046,-2326291,8303301,-7146064,-5936381,8383472,1404598431.386,0
8388607,8388544,127,-129,-99,-6869028,7650942,-4733550,1404598431.393,0
8388607,8388607,-6447626,-2326713,8303558,-7146274,-5937644,8383719,1404598431.399,0
8388607,8388607,-6449047,-2328121,8303846,-7146621,-5939124,8384062,1404598431.406,0
8388607,8388607,-6448656,-2327392,8303861,-7146517,-5938644,8384043,1404598431.412,0
